year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2010.0,Mazda,CX-7,CLASSIC SPORTS Automatic Wagon,Wagon,5.0,2010-04,2010-04,JM0ER103200210130,,,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Petrol,Automatic,222566,km,Purple,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517500/motor-vehicles-motor-cycles/2010-mazda-cx-7-classic-sports-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Large Scuff on rear bumper,
Paint fading roof","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-181 GV363504",3.0,209.0,15h 57m42s,active
2011.0,Renault,Koleos,Dynamique CVT Wagon,Wagon,5.0,2011-09,2011-11,VF1VY0C02BC394012,,,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Petrol,CVT,162902,km,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517501/motor-vehicles-motor-cycles/2011-renault-koleos-dynamique-cvt-wagon,"Seat Torn Driver
Dents or marks on body consistent with age and kilometres.
Paint peeling Boot door","Air Conditioning, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-359 GV363918",18.0,1109.0,15h 57m34s,active
2019.0,MG,MG3,EXCITE Automatic Hatchback,Hatchback,5.0,2019-06,2019-12,LSJZ14U99KS065343,,,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,Automatic,94994,km,White,Grey,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517502/motor-vehicles-motor-cycles/2019-mg-mg3-excite-automatic-hatchback,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-266 GV363605",94.0,5400.0,15h 57m20s,active
2014.0,Hyundai,iX35,SE FWD LM Automatic Wagon,Wagon,5.0,2014-03,2014-06,TMAJU81FMEJ578777,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,115933,km,Dark Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517504/motor-vehicles-motor-cycles/2014-hyundai-ix35-se-fwd-lm-automatic-wagon,"Engine Oil Leak
Seat Torn Driver
Dents or marks on body consistent with age and kilometres.
Medium Scuff on LHF bumper
Medium Scratch on LHR guard
Paint fading Spoiler","Air Conditioning, Auto Control, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-168 GV363721",36.0,2209.0,15h 56m50s,active
2016.0,BMW,X1,sDrive18d F48 TD AT - 8 Speed Wagon (WOVR-INSPECTED),Wagon,5.0,2016-03,2017-02,WBAHT720505F42326,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic - 8 Speed,106119,km,Dark Grey,Black Leather,Yes,No,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517505/motor-vehicles-motor-cycles/2016-bmw-x1-sdrive18d-f48-td-at-8-speed-wagon-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Damaged RHR Tail light","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-686 GV362248",38.0,3358.0,15h 56m24s,active
,Super,Snipe,Automatic Sedan,,6.0,Unable to locate,Unable to locate,B8081512,,,"Sold Unregistered, Without Plates",0.0,6.0,3,Petrol,Automatic - 4 Speed,21974,km,Green,Brown,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517515/motor-vehicles-motor-cycles/humber-super-snipe-automatic-sedan,"Front Seat worn Front bench
Door card Damaged.
Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Paint fading All panels
Windscreen Chipped or Cracked.","Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-120 GV362959",13.0,1600.0,15h 34m31s,active
2010.0,Holden,Commodore,SV6 VE Automatic Wagon,Wagon,5.0,2010-09,2010-09,6G1EK8EV7BL506182,YFE715,VIC,28-20-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.6,Petrol,Automatic,172529,km,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060133/motor-vehicles-motor-cycles/2010-holden-commodore-sv6-ve-automatic-wagon,"Hood Lining Sagging
Medium Dent, Scuff on Rear bumper and RHF bumper
Dents or marks, wear and tear consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park distance control front, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 350 (364499)",,,,active
2011.0,Toyota,Rav,4 CV 2WD ACA38R Manual Wagon,Wagon,5.0,2011-03,2011-03,JTMZD33V605189583,PYJ036,VIC,05-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Manual,237760,km,Blue,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060135/motor-vehicles-motor-cycles/2011-toyota-rav-4-cv-2wd-aca38r-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on various panels
Paint fading on various panels","Air conditioning, CD Player, Central locking, Climate Control, Cruise Control, Driver airbag, Electric windows, Mp3 capability, Power steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 645 (364502)",,,,active
2014.0,Ford,Kuga,TREND AWD TF II Automatic Wagon,Wagon,5.0,2014-10,2014-12,WF0AXXWPMAER87679,1EB7JQ,VIC,18-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,Automatic,230991,km,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060136/motor-vehicles-motor-cycles/2014-ford-kuga-trend-awd-tf-ii-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Bonnet
Paint fading roof","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1138 (364424)",,,,active
2005.0,Holden,Astra,CDXi AH Manual Hatchback,Hatchback,5.0,2005-01,2005-03,W0L0AHL4855101584,1VU1GH,VIC,22-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Manual,280066,km,Gold,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060137/motor-vehicles-motor-cycles/2005-holden-astra-cdxi-ah-manual-hatchback,"Paint fading Around exterior
Medium Dent on Around exterior
Medium Scuff on Rear bumper
Front Seat worn Driver seat
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1070 (364528)",,,,active
2019.0,Mitsubishi,Eclipse,Cross YA Automatic SUV,,5.0,2019-07,2019-07,JMFXTGK1WLZ00025,1TU9VL,VIC,29-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.5,Petrol,Automatic,96089,km,Blue,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21060138/motor-vehicles-motor-cycles/2019-mitsubishi-eclipse-cross-ya-automatic-suv,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Drivers door","Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 74 (364529)",,,,active
2015.0,Mazda,CX-5,Grand Touring KE Turbo Diesel Automatic Wagon,Wagon,5.0,2015-09,2015-10,JM0KE102200340074,AGN939,,16-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.2,Diesel,Automatic,120333,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21060139/motor-vehicles-motor-cycles/2015-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Engine idling rough
Dents or marks on body consistent with age and kilometres.
Engine Smoke visible","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail/Roof Rack, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 491 (363719)",,,,active
2014.0,Volkswagen,Tiguan,132 TSI PACIFIC 5N Automatic Wagon,Wagon,5.0,2014-04,2014-06,WVGZZZ5NZEW107543,1CA2UC,VIC,15-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,Automatic,189866,km,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060140/motor-vehicles-motor-cycles/2014-volkswagen-tiguan-132-tsi-pacific-5n-automatic-wagon,"Engine idling rough
Engine light ON
Dents or marks on body consistent with age and kilometres.
Large Scratch on Driver door
Medium Dent on Passenger door
Large Scuff on Front and Rear bumper
Door Mirror Broken Driver
Interior: Wear and tear consistent with age and kilometres travelled with Steering wheel and driver seat worn.
Interior: Wear and tear consistent with age and kilometres travelled with Steering wheel and driver seat worn.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 454 (364468)",,,,active
2005.0,Holden,Rodeo,DX 2.4 RA Manual Cab Chassis,Cab Chassis,3.0,2005-11,2005-12,MPATFR32J5H594175,WYT455,VIC,01-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Manual,337348,km,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060141/motor-vehicles-motor-cycles/2005-holden-rodeo-dx-2-4-ra-manual-cab-chassis,"Engine idling rough
Large Dent on Rhf guard
Damaged Rh indicator
Corrosion visible Around vehicle
Dents or marks on body consistent with age and kilometres.","Air conditioning, CD Player, Power steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 227 (363759)",,,,active
2002.0,Ford,Falcon,Forte AU III Automatic Sedan,Sedan,5.0,2002-08,2002-08,6FPAAAJGSW2P75149,SPE498,VIC,05-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,4,Petrol,Automatic,212279,km,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21060142/motor-vehicles-motor-cycles/2002-ford-falcon-forte-au-iii-automatic-sedan,"Engine noise observed.
Front passenger seat torn
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Minor corrosion visible Roof
Windscreen Chipped or Cracked.
Comment: Exhaust rattle, centre console lid requires attention, rat droppings present in vehicle
Comment: Exhaust rattle, centre console lid requires attention, rat droppings present in vehicle","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver airbag, Electric Windows, Power Steering, Crash Test Star Rating 3, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 459 (364513)",,,,active
2015.0,Nissan,Navara,4X4 RX NP300 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2015-06,2016-03,MNTCB4D23A0007159,508WMV,QLD,"Sold Unregistered, Without Plates",,4.0,2.3,Diesel,Automatic,290877,km,White,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351800/motor-vehicles-motor-cycles/2015-nissan-navara-4x4-rx-np300-turbo-diesel-automatic-dual-cab,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Engine Knock","Air Conditioning, Bull Bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 504 (364936)",2.0,10000.0,1h 10m32s,active
2013.0,BMW,316i,316i F30 Automatic - 8 Speed Sedan,Sedan,5.0,2013-11,2014-01,WBA3A16040NS36481,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic - 8 Speed,119077,km,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351837/motor-vehicles-motor-cycles/2013-bmw-316i-316i-f30-automatic-8-speed-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 237 rebook",55.0,3609.0,1h 15m16s,active
2015.0,Hyundai,Genesis,SENSORY PACK DH Automatic - 8 Speed Sedan,Sedan,5.0,2015-05,2016-08,KMHGN41EMFU102681,DP70EC,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3.8,Petrol,Automatic - 8 Speed,277873,km,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351840/motor-vehicles-motor-cycles/2015-hyundai-genesis-sensory-pack-dh-automatic-8-speed-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 527 (364920)",42.0,3009.0,1h 25m3s,active
2015.0,Audi,Q7,3.0 TDI Quattro 4M Turbo Diesel Auto - 8 Speed 7 Seats Wagon,Wagon,7.0,2015-09,2016-01,WAUZZZ4M8GD022570,DCO15J,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,118313,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10351844/motor-vehicles-motor-cycles/2015-audi-q7-3-0-tdi-quattro-4m-turbo-diesel-auto-8-speed-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Third Row Seat, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 523 (364904)",107.0,10000.0,1h 24m51s,active
2006.0,BMW,5,Series 530i E60 Automatic Sedan,Sedan,5.0,2006-02,2006-07,WBANE72080CM18833,BSC07Z,NSW,"Sold Unregistered, Without Plates",,6.0,3,Petrol,Automatic,204576,km,Red,Cream,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351846/motor-vehicles-motor-cycles/2006-bmw-5-series-530i-e60-automatic-sedan,"Brakes require attention, Recommend towing on collection
Large Dent on Passenger side rear quarter panel
Controls inoperable iDrive system fault
Other Warning light ON
Engine Oil Leak
Large Scratch on Bootlid
Hood Lining Sagging
Dents or marks on body
Medium Scratch on various panels","Air Conditioning, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 585 (365358)",3.0,900.0,1h 24m39s,active
2010.0,Toyota,Tarago,GLI ACR50R Automatic 8 Seats People Mover,People Mover,8.0,2010-05,2010-06,JTEGD52M70A021787,DC82VL,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Petrol,Automatic,255146,km,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351847/motor-vehicles-motor-cycles/2010-toyota-tarago-gli-acr50r-automatic-8-seats-people-mover,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Vehicle has rear wheelchair access modification.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Third Row Seat, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 241 (363695)",12.0,1100.0,1h 24m26s,active
2010.0,Mercedes,Benz,B200 W245 CVT Hatchback,Hatchback,5.0,2010-12,2011-02,WDD2452332J667496,BVT10Y,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,CVT,103264,km,Grey,Cream Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10351848/motor-vehicles-motor-cycles/2010-mercedes-benz-b200-w245-cvt-hatchback,"Large Dent on Rear bumper bar
Dents or marks on body","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 584 (365249)",34.0,1909.0,1h 24m10s,active
